Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Symbol,Sector
2021-01-04,127.5,127.86000061035156,124.77999877929688,125.87000274658203,113.5802993774414,16819900,0.0,JPM,finance
2021-01-05,124.98999786376953,126.30000305175781,123.7699966430664,125.6500015258789,114.19832611083984,13731200,0.0,JPM,finance
2021-01-06,129.8800048828125,132.77000427246094,127.87999725341797,131.5500030517578,119.56061553955078,24909100,0.0,JPM,finance
2021-01-07,135.69000244140625,138.19000244140625,134.9199981689453,135.8699951171875,123.48689270019531,21940400,0.0,JPM,finance
2021-01-08,135.97000122070312,136.35000610351562,134.1199951171875,136.02000427246094,123.62323760986328,12035100,0.0,JPM,finance
2021-01-11,134.5800018310547,138.1999969482422,134.11000061035156,138.0500030517578,125.46820068359375,15937900,0.0,JPM,finance
2021-01-12,139.44000244140625,141.66000366210938,138.8300018310547,140.22000122070312,127.44039154052734,18033500,0.0,JPM,finance
2021-01-13,138.58999633789062,140.7899932861328,138.10000610351562,140.35000610351562,127.55857849121094,14816800,0.0,JPM,finance
2021-01-14,140.49000549316406,142.75,140.0,141.1699981689453,128.30381774902344,18565600,0.0,JPM,finance
2021-01-15,137.42999267578125,141.64999389648438,137.00999450683594,138.63999938964844,126.00442504882812,27881000,0.0,JPM,finance
2021-01-19,139.86000061035156,140.6999969482422,137.82000732421875,138.0399932861328,125.45909881591797,19843800,0.0,JPM,finance
2021-01-20,137.82000732421875,138.1699981689453,135.44000244140625,135.97000122070312,123.5777587890625,16028800,0.0,JPM,finance
2021-01-21,135.69000244140625,136.16000366210938,134.32000732421875,134.8300018310547,122.54168701171875,13411700,0.0,JPM,finance
2021-01-22,132.69000244140625,134.39999389648438,132.1999969482422,133.7899932861328,121.59645080566406,12933200,0.0,JPM,finance
2021-01-25,132.13999938964844,133.1699981689453,130.05999755859375,132.1199951171875,120.07865142822266,14212800,0.0,JPM,finance
2021-01-26,132.75,133.1699981689453,131.33999633789062,131.5800018310547,119.587890625,11307800,0.0,JPM,finance
2021-01-27,129.58999633789062,129.85000610351562,127.3499984741211,127.86000061035156,116.20690155029297,17603900,0.0,JPM,finance
