Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Symbol,Sector
2021-01-04,117.19999694824219,117.77999877929688,114.44000244140625,116.0199966430664,104.76361083984375,4579200,0.0,MDT,healthcare
2021-01-05,116.0,117.63999938964844,115.33000183105469,116.94999694824219,105.6033935546875,3395200,0.0,MDT,healthcare
2021-01-06,116.56999969482422,119.55999755859375,116.56999969482422,118.86000061035156,107.32806396484375,4493900,0.0,MDT,healthcare
2021-01-07,118.87999725341797,119.7300033569336,117.95999908447266,118.69999694824219,107.18360137939453,3908900,0.0,MDT,healthcare
2021-01-08,118.91000366210938,119.87000274658203,118.38999938964844,119.70999908447266,108.09559631347656,3529900,0.0,MDT,healthcare
2021-01-11,118.55999755859375,119.4800033569336,117.58000183105469,118.5,107.00299835205078,3712700,0.0,MDT,healthcare
2021-01-12,118.12000274658203,118.30000305175781,116.58999633789062,117.29000091552734,105.91040802001953,3213100,0.0,MDT,healthcare
2021-01-13,117.69999694824219,119.70999908447266,117.12000274658203,118.72000122070312,107.20166015625,4070900,0.0,MDT,healthcare
2021-01-14,118.29000091552734,119.2699966430664,117.55000305175781,117.7699966430664,106.34384155273438,4281600,0.0,MDT,healthcare
2021-01-15,117.54000091552734,118.30000305175781,116.58999633789062,116.80999755859375,105.47697448730469,5659500,0.0,MDT,healthcare
2021-01-19,117.6500015258789,119.0,117.2300033569336,118.30999755859375,106.8314437866211,4508500,0.0,MDT,healthcare
2021-01-20,118.55999755859375,119.5,117.95999908447266,119.29000091552734,107.71634674072266,4062500,0.0,MDT,healthcare
2021-01-21,118.9000015258789,119.29000091552734,117.11000061035156,117.91000366210938,106.47024536132812,3806000,0.0,MDT,healthcare
2021-01-22,117.69999694824219,117.76000213623047,116.55999755859375,116.58000183105469,105.26927185058594,3028300,0.0,MDT,healthcare
2021-01-25,116.7300033569336,116.98999786376953,115.81999969482422,116.9000015258789,105.5582275390625,3287600,0.0,MDT,healthcare
2021-01-26,117.02999877929688,117.54000091552734,116.56999969482422,116.75,105.42279052734375,3371600,0.0,MDT,healthcare
2021-01-27,115.20999908447266,115.44999694824219,111.12999725341797,111.5,100.6821517944336,6894600,0.0,MDT,healthcare
2021-01-28,112.16000366210938,115.86000061035156,112.16000366210938,114.7699966430664,103.63489532470703,4236900,0.0,MDT,healthcare
2021-01-29,114.0199966430664,114.0199966430664,111.08000183105469,111.33000183105469,100.52864837646484,7315100,0.0,MDT,healthcare
2021-02-01,112.66000366210938,113.22000122070312,110.44999694824219,111.18000030517578,100.3932113647461,5905500,0.0,MDT,healthcare
2021-02-02,112.91000366210938,115.26000213623047,112.27999877929688,113.94999694824219,102.89445495605469,3865900,0.0,MDT,healthcare
2021-02-03,113.66999816894531,113.91000366210938,112.08999633789062,112.62999725341797,101.70252227783203,4602900,0.0,MDT,healthcare
2021-02-04,113.12999725341797,117.4800033569336,112.51000213623047,117.0,105.64852905273438,5903500,0.0,MDT,healthcare
2021-02-05,118.0,118.9000015258789,117.7300033569336,118.4000015258789,106.91270446777344,4147800,0.0,MDT,healthcare
2021-02-08,118.37999725341797,118.7699966430664,117.5999984741211,118.06999969482422,106.6147232055664,4780300,0.0,MDT,healthcare
2021-02-09,118.36000061035156,119.52999877929688,117.5199966430664,117.87999725341797,106.44315338134766,3624000,0.0,MDT,healthcare
