Porfolio Index,Frequency,Sector,Buy Price,Buy Volume,Sell Price,Sell Volume,Dividends,Total Investment
portfolio_22,87,2.2884615384615383,128.6413676956666,5.771953159591608,23.11557326365952,0.4607338493968515,0.0,9704.338687479723
portfolio_103,1,2.122448979591837,149.80540870795105,0.4903332691005972,32.51779105409745,0.11701360852428616,0.0,43401.14274640682
portfolio_35,7,3.0745033112582782,142.82527488799687,2.446161087686807,33.79360562014306,0.5925220049506043,0.0,38177.14873219699
portfolio_114,29,2.1554054054054053,124.70337546372198,8.744466815957667,15.141586175584697,1.3238004257186462,0.0,32995.39631143078
portfolio_100,91,2.0833333333333335,133.68756609454334,6.906413470571365,0.0,0.0,0.0,9715.675024317836
portfolio_113,7,2.1552287581699345,152.34460387353596,2.6153625640696587,33.7654240475976,0.4807258205908251,0.0,50539.27663038341
portfolio_68,93,3.1666666666666665,126.67928046764895,8.99768998127861,53.544752432251585,3.1248801132751285,0.0,7153.211229717757
portfolio_54,1,0.12583001328021248,161.84054589342207,0.5171309396140936,40.40347010085555,0.1290371915107984,0.0,47978.98278493442
portfolio_55,1,2.094198174706649,154.47820139678242,0.4882547794149007,36.26483369944558,0.11362305648288915,0.0,45065.54137850337
portfolio_69,29,0.20945945945945948,175.27289009842013,8.994619405429768,36.261494159498014,0.987955101394291,0.0,55562.612434213144
portfolio_160,91,3.3333333333333335,123.36883082600828,8.094793628300666,42.31680592093381,0.8084688682053406,0.0,9726.317685293654
portfolio_95,1,1.1233850129198966,149.69942823618442,0.5022968586903206,38.99764958121669,0.11676225654540281,0.0,43881.860791992534
portfolio_46,30,2.1944444444444446,130.42672089714057,8.744532911464635,36.81269242750499,2.042948223187868,0.0,32057.013388474603
portfolio_172,1,2.1150586701434158,153.2892073944953,0.5029991134859882,40.335794549586566,0.1131227563301503,0.0,43873.288945991066
portfolio_166,7,3.094155844155844,148.03334644813168,2.789052215151434,25.46753551242538,0.5998811281652444,0.0,52476.26864014011
portfolio_165,30,1.1944444444444444,172.75288697169358,8.301844521940863,48.06039499646932,1.186510378673506,0.0,40243.02695485387
portfolio_87,7,3.081168831168831,129.68845455217627,2.758715779836476,25.55957215274619,0.43509937024200834,0.0,46085.88776927666
portfolio_154,93,0.08333333333333331,154.1725117975294,6.753261679625244,18.984921348430163,0.6672668851288096,0.0,9349.83750147524
portfolio_182,1,2.1110062893081762,144.90034444040447,0.5082930438683181,36.60898650686265,0.12105012565776527,0.0,45934.287623234304
portfolio_48,88,0.13461538461538464,102.20955310046482,6.813892556034596,7.078433852377663,0.5356197954569661,0.0,7991.287515784852
portfolio_196,1,2.1351174934725847,145.19168007695646,0.5079060438699119,31.735704056748204,0.1080936042146491,0.0,44491.87827016352
portfolio_143,91,1.0833333333333333,145.84295482071198,9.466711808057344,35.21010271110924,0.6838000105195562,0.0,16338.573220049722
portfolio_157,30,0.1283783783783784,192.56550428204633,8.80462000433718,29.7405831079328,1.041365155522964,0.0,53491.62720740722
portfolio_5,90,0.05769230769230771,168.5926053021547,7.77496470605682,27.774662710140767,0.6655884175851106,0.0,16323.211675745948
portfolio_66,7,0.08986928104575165,141.3494083626276,2.7493423722902532,34.03484597977452,0.6352527551611143,0.0,45297.98039457773
portfolio_153,89,0.21153846153846156,114.20306633657817,10.138588355125133,13.032315695439102,1.7926345151260432,0.0,13539.677924174095
portfolio_151,30,3.1944444444444446,146.36792889087326,9.177581333365737,20.3604741909735,1.59269877594694,0.0,42483.22935192576
portfolio_58,1,0.12419354838709679,159.52755271987263,0.4830402355636309,35.31505616628273,0.11645303820481961,0.0,46676.79429154859
portfolio_3,88,0.28846153846153844,163.72025418692738,7.679389650525566,1.2297769506990304,0.04905800862109711,0.0,19513.60248860839
portfolio_187,89,0.13461538461538464,175.9301059053791,8.456170908581004,23.979915351423262,0.27201009169012524,0.0,17160.923589619448
portfolio_150,1,1.151062416998672,151.6048722017971,0.49300335246540034,34.91750404373142,0.11575153674595338,0.0,42351.93245421976
portfolio_137,30,2.1944444444444446,190.80869576614407,9.142046675848471,36.81461810800478,0.9826151788569675,0.0,48596.976472030525
portfolio_123,7,0.14610389610389612,159.8938876260252,2.8555404303617964,32.72885159887921,0.5277968648445839,0.0,55882.08386858316
portfolio_108,86,1.0576923076923077,141.75088170818745,8.705121037453688,29.26399382333378,1.4477461068685804,0.0,13314.19477238458
portfolio_125,89,1.2115384615384617,106.95314986464813,7.029008408872879,12.831121308195854,0.39448322407513214,0.0,7037.089800316083
portfolio_38,7,0.1076158940397351,154.69679795368208,2.773512652727858,35.58036249783034,0.5474497941830917,0.0,50321.55480676727
portfolio_118,7,1.117741935483871,134.64542758000192,2.72342055833605,32.36549940647395,0.5615355867860892,0.0,42806.55863295297
portfolio_13,7,3.134105960264901,141.49530892066338,2.6409404120736077,33.39182886511119,0.5504824936288663,0.0,41930.67467566508
portfolio_101,90,2.519230769230769,211.54371981010354,9.863084619135028,19.917475877734894,2.05824572488418,0.0,17247.392724905472
portfolio_128,1,2.504593175853018,181.68141296662134,0.5003559877834031,48.65990507445191,0.12502705387612176,0.0,53539.32521231418
portfolio_138,30,2.3055555555555554,161.76670305411523,9.178273494399365,34.23695952346728,2.125629387974707,0.0,44412.90582642878
portfolio_31,30,2.388888888888889,186.4544987511458,9.46963125120889,5.689385909289094,0.5389404925975355,0.0,66461.99131343566
portfolio_19,93,2.5,142.44631518144897,6.933531802327649,7.456057109596284,0.0197156457700795,0.0,8708.040529686352
portfolio_24,1,2.5171410090556274,181.11098237837834,0.5035116813957502,46.594760655744416,0.12313685525284188,0.0,53680.86520446096
portfolio_105,7,2.4407894736842106,159.2689489572345,2.760988229438534,35.07326025846999,0.5679342611304703,0.0,54816.26774284331
portfolio_107,30,2.5277777777777777,159.45723408104215,9.65156738010312,20.421318076978356,1.2718867309824893,0.0,52147.91354876384
portfolio_112,30,2.5,168.1289526579793,8.352896848198073,36.263757855226736,2.154371743324654,0.0,38007.73122531657
portfolio_97,7,2.43,175.66249714420127,2.9701468137352767,18.992440528774697,0.48815962124356665,0.0,70379.37044646677
portfolio_176,30,2.4722222222222223,152.01968792338766,8.431193990751998,32.71094579351008,1.2522392246313627,0.0,39036.18971063475
portfolio_42,88,2.6730769230769234,250.5364716960015,5.77469992225564,33.604087438478636,1.428944877054469,0.0,18211.422470874222
portfolio_56,30,2.4166666666666665,213.048672731299,8.6698319986892,22.954962338076616,0.750360324076542,0.0,54400.94370771753
portfolio_85,30,2.4527027027027026,141.6860910479082,9.33312816266728,59.298160213983785,3.375330911595032,0.0,28163.24931464332
portfolio_173,1,2.3638107416879794,175.28899919824318,0.4986441130925929,48.24912154655958,0.1253124093371364,0.0,46672.75002480125
portfolio_52,7,2.377450980392157,162.03681524186257,2.823206061303209,40.19109459529029,0.6472950356783261,0.0,55563.121004566834
portfolio_8,1,2.4166666666666665,167.14393750539875,0.4911054846467795,38.341528074023564,0.10501079278647651,0.0,49179.02499531414
portfolio_53,30,2.2777777777777777,133.29597540366288,9.088436170101614,8.86193860850817,0.6347025106235638,0.0,41401.56170306261
portfolio_90,30,2.2222222222222223,138.60880896055266,9.058128015826332,47.510757118355066,1.6252929410429588,0.0,33751.156659734355
portfolio_86,7,2.462418300653595,184.91920897388397,2.852632943483498,37.768735630698814,0.4020761953389686,0.0,67206.23081908084
